DATE,TV,Google Ads,Social Media,Radio,Print,Seasonality,Trend,Macroeconomic,Sales
2021-07-12,111833.56,98540.43,74294.44,73277.53,14499.1,-0.18,3.79,0.99,1788702.65
2021-07-13,87370.47,100983.91,66218.38,57195.2,116337.47,-0.2,3.8,0.99,1784608.42
2021-07-14,108693.25,77245.14,92309.78,102080.11,161625.82,-0.21,3.8,0.99,1869326.83
2021-07-15,162262.02,93087.98,83858.57,125876.3,104434.62,-0.23,3.8,0.99,1721730.91
2021-07-16,126133.74,72273.01,123935.31,49150.8,57511.93,-0.25,3.81,0.99,1735869.26
2021-07-17,90219.29,126705.95,44219.9,124606.97,80716.71,-0.26,3.82,0.99,1807333.19
2021-07-18,136036.42,131057.48,101364.74,124519.19,86233.69,-0.28,3.82,0.99,1819118.35
2021-07-19,87757.74,44614.36,116750.09,128622.55,69472.46,-0.3,3.82,0.99,1824929.96
2021-07-20,38856.26,72114.67,155699.42,136554.41,125805.48,-0.31,3.83,0.98,1781869.67
2021-07-21,69757.41,55104.12,85547.02,166060.42,124307.8,-0.33,3.84,0.98,1919773.18
2021-07-22,43876.24,80499.28,109733.76,89317.24,65336.45,-0.35,3.84,0.98,1778185.77
2021-07-23,89454.6,97496.86,45884.12,103287.15,121752.43,-0.36,3.84,0.98,1774399.27
2021-07-24,100552.55,56510.64,28241.31,87506.85,145804.38,-0.38,3.85,0.98,1742481.41
2021-07-25,150293.12,72344.21,125343.23,100059.31,157076.75,-0.39,3.86,0.98,1784954.53
2021-07-26,109807.82,69881.28,99833.19,145986.2,185956.36,-0.41,3.86,0.98,1805973.08
2021-07-27,93426.98,106218.02,135355.38,59649.57,72940.22,-0.43,3.86,0.98,1831909.11
2021-07-28,124882.17,102080.33,58797.91,74168.51,184726.61,-0.44,3.87,0.98,1693812.25
2021-07-29,33665.94,78347.87,115597.06,141315.43,89373.81,-0.46,3.88,0.98,1752565.66
2021-07-30,107068.44,105304.63,156064.54,130601.1,82226.04,-0.47,3.88,0.98,1783834.26
2021-07-31,123125.96,83599.6,112591.17,89106.05,109812.17,-0.49,3.88,0.98,1787531.47
2021-08-01,55642.41,91850.35,108297.45,125632.06,82538.16,-0.5,3.89,0.97,1755233.25
2021-08-02,134312.62,150203.56,100256.68,110236.48,111971.32,-0.52,3.9,0.97,1778803.85
2021-08-03,110154.89,140213.83,52873.56,145008.24,60397.68,-0.53,3.9,0.97,1708061.99
2021-08-04,87541.36,61012.56,140667.19,102235.29,92837.42,-0.55,3.9,0.97,1823285.62
2021-08-05,118983.46,124891.97,81674.27,130768.96,138567.47,-0.56,3.91,0.97,1791956.22
2021-08-06,168120.79,124341.9,115134.5,179260.36,98288.16,-0.57,3.92,0.97,1672068.53
2021-08-07,105455.99,65552.1,53108.97,117942.97,104247.87,-0.59,3.92,0.97,1682606.8
2021-08-08,107446.62,124563.33,64616.21,101479.84,114257.76,-0.6,3.92,0.97,1681122.02
2021-08-09,86219.17,146137.96,143052.62,121673.41,135119.85,-0.62,3.93,0.97,1764533.04
2021-08-10,74504.67,66323.66,89580.93,89041.57,50343.26,-0.63,3.94,0.97,1663625.93
2021-08-11,124910.07,72474.92,143598.26,171639.03,117535.72,-0.64,3.94,0.97,1708602.56
2021-08-12,74317.49,130529.84,97653.08,105402.13,91955.83,-0.66,3.94,0.97,1745244.87
2021-08-13,102146.99,108144.86,44743.07,91812.0,104999.14,-0.67,3.95,0.97,1716623.26
2021-08-14,85670.28,116544.29,126762.03,74929.33,131798.51,-0.68,3.96,0.97,1730365.55
2021-08-15,114369.39,110217.68,82303.23,132916.61,64174.4,-0.69,3.96,0.97,1661689.41
2021-08-16,110009.86,111720.88,120960.66,126015.62,69620.67,-0.71,3.96,0.96,1742350.97
2021-08-17,131126.2,60205.84,100756.33,85079.37,41937.1,-0.72,3.97,0.96,1679647.77
2021-08-18,84699.51,131419.53,53706.45,117293.54,83525.23,-0.73,3.98,0.96,1691850.65
2021-08-19,91903.75,135087.7,104928.84,54743.32,139912.97,-0.74,3.98,0.96,1717815.77
2021-08-20,70637.09,93118.28,165886.69,105549.12,96382.38,-0.75,3.98,0.96,1709006.12
2021-08-21,86671.2,98695.69,114789.59,113582.69,59796.25,-0.76,3.99,0.96,1703051.03
2021-08-22,111319.01,54066.77,98274.47,151219.89,85429.64,-0.77,4.0,0.96,1662398.57
2021-08-23,122709.66,115427.64,132260.3,76875.44,55364.15,-0.79,4.0,0.96,1683109.78
2021-08-24,72335.04,117161.72,106320.05,61649.42,66244.42,-0.8,4.0,0.96,1696434.14
2021-08-25,126088.18,98134.27,106286.03,73137.16,111664.57,-0.81,4.01,0.96,1625890.27
2021-08-26,140669.14,133730.6,67251.24,59902.94,64783.8,-0.82,4.02,0.96,1669920.27
2021-08-27,112403.05,89977.68,107015.44,140099.72,133379.03,-0.83,4.02,0.96,1710917.43
2021-08-28,156303.87,116938.18,131063.3,146459.18,97866.39,-0.84,4.03,0.96,1626233.34
2021-08-29,76786.32,69410.07,74918.14,109606.5,102567.84,-0.85,4.03,0.96,1746591.96
2021-08-30,62660.36,99293.44,142734.87,136638.85,91648.81,-0.85,4.04,0.96,1750989.0
2021-08-31,46638.39,94769.37,97248.82,104018.75,123185.44,-0.86,4.04,0.96,1624084.53
2021-09-01,144881.33,106759.24,73366.91,97146.65,123494.8,-0.87,4.04,0.96,1753146.47
2021-09-02,119630.97,88914.19,129928.96,90008.87,110051.63,-0.88,4.05,0.96,1677100.3
2021-09-03,98332.46,96055.82,91396.17,90688.27,116943.67,-0.89,4.06,0.96,1704310.53
2021-09-04,108399.06,124781.42,122785.45,53565.95,93637.31,-0.9,4.06,0.96,1657750.3
2021-09-05,66235.33,86897.07,91247.24,107927.64,116266.09,-0.9,4.06,0.95,1728026.56
2021-09-06,173372.56,51802.69,98205.22,98789.98,89863.67,-0.91,4.07,0.95,1701565.06
2021-09-07,103876.64,152487.52,114806.81,122360.82,100066.95,-0.92,4.08,0.95,1640034.31
2021-09-08,103281.84,141443.62,108726.91,102805.7,91760.69,-0.92,4.08,0.95,1622059.59
2021-09-09,121773.0,61232.12,40134.05,95118.89,86283.44,-0.93,4.08,0.95,1606979.34
2021-09-10,114430.28,120691.23,66362.69,73864.21,79326.65,-0.94,4.09,0.95,1689164.76
2021-09-11,106716.52,84910.76,127882.3,102164.6,114030.7,-0.94,4.1,0.95,1708263.31
2021-09-12,76285.77,107904.62,96035.9,122147.12,139318.18,-0.95,4.1,0.95,1712159.79
2021-09-13,114144.05,108826.72,84288.06,65699.83,135133.06,-0.95,4.11,0.95,1673784.78
2021-09-14,156460.73,92967.77,59242.78,102624.21,62303.04,-0.96,4.11,0.95,1622007.69
2021-09-15,140362.6,76487.03,67607.91,106991.29,138676.09,-0.96,4.12,0.95,1646029.64
2021-09-16,147795.6,79283.77,39346.04,78458.06,90455.24,-0.97,4.12,0.95,1738129.42
2021-09-17,84663.53,72514.24,96961.58,82364.31,118021.99,-0.97,4.12,0.95,1656762.92
2021-09-18,70311.86,75045.33,82046.87,106918.33,72813.54,-0.98,4.13,0.95,1688751.8
2021-09-19,96226.39,97984.65,71002.36,65997.37,104259.4,-0.98,4.14,0.95,1628490.01
2021-09-20,101671.75,78527.2,97956.3,110497.71,109411.7,-0.98,4.14,0.95,1699898.99
2021-09-21,132825.75,120461.56,110919.12,73139.37,55461.86,-0.99,4.14,0.95,1661089.19
2021-09-22,49226.06,144617.38,162795.94,131885.61,118248.01,-0.99,4.15,0.95,1737319.55
2021-09-23,145886.51,82598.4,54643.5,170134.83,140378.05,-0.99,4.16,0.95,1724779.67
2021-09-24,95259.76,107182.14,134781.43,74177.3,94760.56,-0.99,4.16,0.95,1662542.56
2021-09-25,87193.57,114990.55,129193.05,116026.24,140805.04,-1.0,4.16,0.95,1682329.39
2021-09-26,69636.87,114160.07,76627.22,78197.74,94309.2,-1.0,4.17,0.95,1662550.53
2021-09-27,50354.3,102278.66,106097.08,131228.63,125487.54,-1.0,4.18,0.95,1620688.29
2021-09-28,124695.12,122280.47,86271.0,62042.25,33442.9,-1.0,4.18,0.95,1650451.57
2021-09-29,102199.54,114467.47,105570.66,114417.6,172563.33,-1.0,4.19,0.95,1705009.08
2021-09-30,61301.17,62870.13,145273.93,73810.33,144863.75,-1.0,4.19,0.95,1713246.58
2021-10-01,61147.64,126074.68,118168.19,93790.46,91461.23,-1.0,4.2,0.95,1706408.15
2021-10-02,89926.46,126618.73,115258.25,69069.24,40837.33,-1.0,4.2,0.95,1686003.09
2021-10-03,150070.65,77101.42,87090.72,124670.51,108640.85,-1.0,4.2,0.95,1749964.44
2021-10-04,92212.26,101138.14,55478.3,74890.59,56682.23,-1.0,4.21,0.95,1708822.09
2021-10-05,54905.71,120499.87,93745.95,116558.93,113345.61,-1.0,4.22,0.95,1743254.85
2021-10-06,92627.71,93720.59,136198.24,89677.06,112346.97,-1.0,4.22,0.95,1621963.84
2021-10-07,91818.29,132189.34,54184.96,96565.83,71757.9,-0.99,4.22,0.95,1517206.52
2021-10-08,19093.4,170916.17,68347.32,104432.68,133629.01,-0.99,4.23,0.95,1730303.85
2021-10-09,98371.15,76420.42,103788.03,77145.26,124167.24,-0.99,4.23,0.95,1647778.31
2021-10-10,93071.96,58568.66,70460.36,106311.01,129274.7,-0.99,4.24,0.95,1711410.4
2021-10-11,120886.19,109114.56,76224.3,145910.04,100265.73,-0.98,4.24,0.95,1710059.33
2021-10-12,155468.68,121646.88,87292.04,76657.16,57534.28,-0.98,4.25,0.95,1807780.0
2021-10-13,133796.95,93074.01,59031.48,135154.3,129336.17,-0.98,4.26,0.95,1751770.48
2021-10-14,91933.34,143597.82,70776.34,144942.93,91888.86,-0.97,4.26,0.95,1743539.41
2021-10-15,66804.22,59841.83,121102.84,75515.35,58306.6,-0.97,4.27,0.95,1780686.75
2021-10-16,177200.79,120787.56,60778.91,56348.36,140561.18,-0.97,4.27,0.95,1760968.34
2021-10-17,101776.55,81824.18,52063.84,109058.83,162982.23,-0.96,4.28,0.95,1723480.94
2021-10-18,100417.88,151581.34,81099.25,83577.77,98762.56,-0.96,4.28,0.95,1803875.41
2021-10-19,99276.25,159775.46,121958.67,156058.1,164773.63,-0.95,4.28,0.95,1698866.28
2021-10-20,105942.54,77000.3,94092.35,101044.23,102739.44,-0.95,4.29,0.95,1774683.3
2021-10-21,95669.19,83513.29,86062.57,75934.02,88586.32,-0.94,4.3,0.95,1685425.02
2021-10-22,82790.14,125787.64,101330.76,65585.21,81086.25,-0.93,4.3,0.95,1777398.54
2021-10-23,83594.23,88386.08,47628.78,132697.15,149112.47,-0.93,4.3,0.95,1781363.64
2021-10-24,99017.4,98637.66,114841.17,82864.48,76595.68,-0.92,4.31,0.95,1860164.83
2021-10-25,83697.26,100761.65,111503.05,101314.86,122058.08,-0.91,4.31,0.95,1702836.06
2021-10-26,78614.63,42409.81,87720.75,128674.08,83225.08,-0.91,4.32,0.95,1755897.54
2021-10-27,103192.91,99584.87,130177.74,85472.25,86190.8,-0.9,4.32,0.96,1832047.92
2021-10-28,92350.68,79308.17,66175.12,98622.14,130907.49,-0.89,4.33,0.96,1812765.51
2021-10-29,145119.79,85206.32,133837.27,99502.95,88598.89,-0.88,4.34,0.96,1810214.93
2021-10-30,20470.91,143308.96,104634.81,120499.74,87856.14,-0.88,4.34,0.96,1758706.34
2021-10-31,132745.21,62304.79,89903.42,117722.33,133984.14,-0.87,4.35,0.96,1782399.17
2021-11-01,137382.56,124396.16,99403.79,93396.59,147921.92,-0.86,4.35,0.96,1879732.15
2021-11-02,37798.29,91631.11,96782.06,101909.47,119340.69,-0.85,4.36,0.96,1820557.02
2021-11-03,89719.37,91607.19,136608.49,88846.63,80356.91,-0.84,4.36,0.96,1847665.35
2021-11-04,88856.77,123711.16,67699.63,55671.63,84681.75,-0.83,4.36,0.96,1829014.47
2021-11-05,57774.65,110201.54,77124.42,107728.03,102397.46,-0.82,4.37,0.96,1781607.57
2021-11-06,76665.5,117118.39,131089.09,156765.75,109627.9,-0.81,4.38,0.96,1893551.3
2021-11-07,66682.72,129045.54,82133.95,73488.43,70364.02,-0.8,4.38,0.96,1878231.39
2021-11-08,152568.11,90060.75,127015.99,76809.11,121691.14,-0.79,4.38,0.96,1974670.64
2021-11-09,128070.35,81632.9,150983.08,73878.17,102565.4,-0.78,4.39,0.96,1815037.84
2021-11-10,138146.65,67445.48,87946.15,121737.75,48528.75,-0.77,4.39,0.96,1913482.21
2021-11-11,121650.16,75237.68,120440.87,113454.56,72132.21,-0.76,4.4,0.96,1813421.11
2021-11-12,66128.45,188472.83,65389.23,95243.87,84876.14,-0.75,4.4,0.96,1893617.6
2021-11-13,84264.39,137340.39,122642.0,72459.43,97814.27,-0.74,4.41,0.96,1941434.19
2021-11-14,114681.24,59467.77,105982.72,102771.3,156678.36,-0.72,4.42,0.96,1795966.44
2021-11-15,63336.17,60326.26,114191.15,53061.34,107145.14,-0.71,4.42,0.96,1896395.93
2021-11-16,121389.95,114455.98,80632.84,104302.8,74776.84,-0.7,4.43,0.97,1885655.95
2021-11-17,92790.24,116417.94,50167.5,126145.73,106618.92,-0.69,4.43,0.97,1885995.68
2021-11-18,88755.38,116466.52,115097.56,62464.03,89437.37,-0.67,4.44,0.97,1947733.97
2021-11-19,121328.8,92351.33,38097.91,54024.45,109742.75,-0.66,4.44,0.97,1991988.91
2021-11-20,113327.9,96236.37,90479.49,147383.14,117417.03,-0.65,4.44,0.97,1936873.02
2021-11-21,89171.02,109836.39,128235.46,81647.21,136276.92,-0.64,4.45,0.97,1961493.22
2021-11-22,134779.89,102576.79,105756.93,134078.44,99271.41,-0.62,4.46,0.97,1964715.07
2021-11-23,67568.1,33420.99,158450.28,95380.07,149168.82,-0.61,4.46,0.97,1966968.06
2021-11-24,118478.07,93106.01,130753.27,95141.36,127240.68,-0.59,4.46,0.97,1920386.06
2021-11-25,117793.04,74457.81,80383.05,113152.38,78776.81,-0.58,4.47,0.97,2038346.02
2021-11-26,90713.61,105256.34,100819.4,73480.03,166295.67,-0.57,4.47,0.97,2005848.74
2021-11-27,109783.99,189557.77,98578.88,103974.91,109809.84,-0.55,4.48,0.97,2019091.57
2021-11-28,62466.59,111024.45,52534.7,88555.32,74946.26,-0.54,4.48,0.97,1967372.25
2021-11-29,127720.81,90594.11,71788.03,60385.2,149587.39,-0.52,4.49,0.97,1993178.08
2021-11-30,94452.94,127654.05,83177.17,110124.46,162333.33,-0.51,4.5,0.97,2015863.32
2021-12-01,84318.31,114480.64,38913.38,92100.77,99009.24,-0.49,4.5,0.98,1956582.73
2021-12-02,131470.28,112602.83,101424.8,95289.26,84890.49,-0.48,4.5,0.98,1957593.41
2021-12-03,78869.69,118205.52,92527.84,63695.17,94828.75,-0.46,4.51,0.98,2020749.17
2021-12-04,57746.16,161696.31,49813.18,147742.01,121441.95,-0.45,4.52,0.98,2085788.25
2021-12-05,53301.12,66073.35,112126.39,126301.43,138335.7,-0.43,4.52,0.98,2035963.61
2021-12-06,118180.3,114208.96,121476.18,128924.68,117114.62,-0.42,4.53,0.98,2026719.88
2021-12-07,61587.12,72208.57,106811.03,90836.66,103051.7,-0.4,4.53,0.98,2046044.83
2021-12-08,152643.83,116665.38,90277.95,48124.51,144940.35,-0.39,4.54,0.98,2073209.4
2021-12-09,37542.12,72439.4,117743.26,158587.52,90614.91,-0.37,4.54,0.98,2087557.28
2021-12-10,150893.69,87479.0,120406.61,98167.07,130927.58,-0.35,4.54,0.98,2222875.18
2021-12-11,106330.52,91147.3,109222.11,77536.01,91358.12,-0.34,4.55,0.98,2176752.08
2021-12-12,97098.61,129274.5,75261.63,112504.05,112930.69,-0.32,4.56,0.98,2184753.36
2021-12-13,83652.43,127553.63,108298.02,135013.62,96593.12,-0.3,4.56,0.98,2201507.11
2021-12-14,111974.08,62628.48,135864.42,99308.48,98324.43,-0.29,4.56,0.99,2102768.5
2021-12-15,98870.96,101648.02,82101.13,138357.26,88678.4,-0.27,4.57,0.99,2101289.16
2021-12-16,133099.06,78712.6,162938.18,132490.0,140345.62,-0.26,4.58,0.99,2116826.27
2021-12-17,103426.83,62244.85,84231.07,67708.56,78012.22,-0.24,4.58,0.99,2248719.8
2021-12-18,104509.05,93489.49,100972.21,79786.3,77793.03,-0.22,4.58,0.99,2164520.66
2021-12-19,89091.63,90745.52,79825.43,128726.11,163629.81,-0.21,4.59,0.99,2139256.94
2021-12-20,98291.63,172801.49,106698.13,18621.62,129335.43,-0.19,4.6,0.99,2190276.24
2021-12-21,109234.05,112988.79,47733.35,95516.33,28446.59,-0.17,4.6,0.99,2209951.87
2021-12-22,48694.95,58671.47,83618.75,57075.06,83042.24,-0.15,4.61,0.99,2245411.73
2021-12-23,59554.44,83056.78,67236.36,85703.39,45640.32,-0.14,4.61,0.99,2254698.5
2021-12-24,122297.92,130641.5,104060.15,91035.4,71479.28,-0.12,4.62,0.99,2210950.69
2021-12-25,105125.96,162653.28,129833.42,89252.67,5844.56,-0.1,4.62,0.99,2296897.62
2021-12-26,94480.5,52420.5,119380.19,83432.16,95890.31,-0.09,4.62,1.0,2240954.67
2021-12-27,100553.02,43602.27,28850.22,67085.69,65741.75,-0.07,4.63,1.0,2275442.2
2021-12-28,110427.45,156128.96,161262.09,168757.34,101797.16,-0.05,4.64,1.0,2327977.17
2021-12-29,83807.21,111688.43,108858.4,156023.86,51246.36,-0.03,4.64,1.0,2271967.05
2021-12-30,76650.86,73951.22,76705.03,65138.03,102487.36,-0.02,4.64,1.0,2286045.84
2021-12-31,105875.36,116038.87,104713.84,147463.5,87552.51,0.0,4.65,1.0,2354585.71
2022-01-01,70648.82,20927.57,105285.69,88016.04,145058.59,0.02,4.66,1.0,2292635.06
2022-01-02,112247.58,100101.27,79994.54,103875.62,142340.71,0.03,4.66,1.0,2326830.75
2022-01-03,48922.49,109834.64,105937.5,98101.78,123560.37,0.05,4.66,1.0,2384432.06
2022-01-04,130874.67,127728.1,81775.83,80207.54,90201.59,0.07,4.67,1.0,2469948.18
2022-01-05,114177.92,69583.12,87869.14,129515.57,159561.41,0.09,4.68,1.0,2408133.75
2022-01-06,107680.89,102570.61,79411.63,103776.6,53408.94,0.1,4.68,1.01,2412134.55
2022-01-07,129480.73,72237.26,57019.86,85703.46,57893.24,0.12,4.69,1.01,2425698.17
2022-01-08,149964.23,107661.51,104375.09,60862.32,97486.51,0.14,4.69,1.01,2356168.44
2022-01-09,130431.1,73139.61,117558.98,73192.15,167621.14,0.15,4.7,1.01,2426289.07
2022-01-10,44773.77,87756.97,115446.51,50758.6,93929.83,0.17,4.7,1.01,2429711.1
2022-01-11,61612.69,70125.54,124597.76,100366.71,94502.64,0.19,4.7,1.01,2457975.55
2022-01-12,81255.44,119534.09,109730.21,64100.03,56742.69,0.21,4.71,1.01,2458422.53
2022-01-13,100782.73,125753.53,84018.24,92033.18,128377.89,0.22,4.72,1.01,2482284.31
2022-01-14,115529.77,92961.38,125189.92,141103.06,128595.29,0.24,4.72,1.01,2458426.88
2022-01-15,78227.69,101147.14,59274.47,135978.99,123672.26,0.26,4.72,1.01,2487627.55
2022-01-16,105603.0,56542.26,72979.86,99031.69,81123.38,0.27,4.73,1.01,2433996.1
2022-01-17,77338.51,91009.7,71074.0,97387.46,78798.8,0.29,4.73,1.01,2490073.52
2022-01-18,81654.47,98493.86,132401.68,156396.24,61206.33,0.3,4.74,1.02,2586280.17
2022-01-19,57800.17,178623.79,128283.66,115622.68,102516.18,0.32,4.74,1.02,2543333.96
2022-01-20,72303.0,66640.99,114619.16,90165.81,67587.78,0.34,4.75,1.02,2536985.13
2022-01-21,59449.46,143925.32,132157.9,57219.46,64677.5,0.35,4.76,1.02,2643455.34
2022-01-22,70723.8,129905.76,73621.52,111816.2,87289.28,0.37,4.76,1.02,2491202.73
2022-01-23,131609.25,108419.09,110457.85,124879.71,85325.31,0.39,4.77,1.02,2514341.8
2022-01-24,71518.03,152758.61,96244.77,81050.45,83860.64,0.4,4.77,1.02,2665992.06
2022-01-25,178971.46,111163.16,125406.46,108736.08,113993.34,0.42,4.78,1.02,2593165.83
2022-01-26,114799.54,111674.78,96543.27,89092.8,102371.43,0.43,4.78,1.02,2589216.22
2022-01-27,105545.08,98406.38,88451.71,94479.03,91355.32,0.45,4.78,1.02,2551826.53
2022-01-28,74249.27,136707.07,116227.26,25365.34,105490.39,0.46,4.79,1.02,2644573.94
2022-01-29,121009.3,132894.08,126285.08,93346.56,70254.19,0.48,4.8,1.02,2659772.93
2022-01-30,82730.87,81229.68,79949.64,129081.08,103158.36,0.49,4.8,1.02,2588141.29
2022-01-31,103660.29,60422.58,98167.73,81057.92,104518.07,0.51,4.8,1.03,2646121.16
2022-02-01,176802.54,93910.58,68246.78,101575.79,54908.59,0.52,4.81,1.03,2646578.18
2022-02-02,97118.2,75998.84,25058.17,77321.48,129870.81,0.54,4.81,1.03,2686318.9
2022-02-03,134478.2,98094.26,106013.79,110813.25,73556.99,0.55,4.82,1.03,2627668.55
2022-02-04,78904.71,137123.14,118267.16,93504.3,102709.29,0.57,4.82,1.03,2756281.04
2022-02-05,98950.35,86280.95,107862.0,71822.75,134932.35,0.58,4.83,1.03,2749466.46
2022-02-06,153124.02,98715.3,41513.15,139976.54,127770.3,0.59,4.84,1.03,2695444.5
2022-02-07,81190.99,101740.68,89474.52,127867.96,101030.0,0.61,4.84,1.03,2712644.02
2022-02-08,154373.46,125452.93,33449.57,81852.8,89125.03,0.62,4.85,1.03,2726436.41
2022-02-09,121232.56,32593.32,141091.03,114933.65,128425.36,0.64,4.85,1.03,2704062.93
2022-02-10,83126.0,81798.99,67418.36,116122.36,120240.85,0.65,4.86,1.03,2730453.35
2022-02-11,118972.23,106338.51,137662.11,119269.04,81449.05,0.66,4.86,1.03,2748680.81
2022-02-12,129176.63,136002.37,128376.09,49172.32,76153.19,0.67,4.86,1.03,2852327.35
2022-02-13,118654.3,85242.93,72982.29,130198.2,37829.34,0.69,4.87,1.03,2828422.01
2022-02-14,52893.26,43703.42,66016.45,82909.03,104620.96,0.7,4.88,1.03,2837145.95
2022-02-15,78185.88,118591.34,110511.11,89265.16,97519.07,0.71,4.88,1.04,2818144.5
2022-02-16,92574.44,80939.13,74670.28,179136.45,134085.74,0.72,4.88,1.04,2752926.41
2022-02-17,97767.0,64310.0,103074.54,109056.2,110771.65,0.74,4.89,1.04,2815770.08
2022-02-18,118620.16,81269.64,85515.17,88410.33,140026.88,0.75,4.89,1.04,2875325.75
2022-02-19,105331.03,94464.24,46565.25,33841.17,79079.07,0.76,4.9,1.04,2772746.87
2022-02-20,59939.67,81857.66,33085.96,141692.92,134144.51,0.77,4.9,1.04,2876246.5
2022-02-21,111405.94,33833.02,106800.53,59643.71,84132.51,0.78,4.91,1.04,2969205.35
2022-02-22,118317.57,126911.99,83153.27,69896.83,123327.88,0.79,4.92,1.04,2914716.9
2022-02-23,116793.71,138246.25,83407.31,90059.43,56237.25,0.8,4.92,1.04,2940771.0
2022-02-24,132423.42,119545.66,120875.92,142492.35,107054.06,0.81,4.93,1.04,2889320.21
2022-02-25,125017.66,65869.43,135203.27,123197.2,40459.36,0.82,4.93,1.04,2935021.17
2022-02-26,113775.4,93955.25,91823.66,95264.87,91985.88,0.83,4.94,1.04,2858838.87
2022-02-27,97895.03,99804.36,89782.04,109248.76,113210.62,0.84,4.94,1.04,2942514.93
2022-02-28,50171.17,117963.83,115004.29,81988.43,84370.94,0.85,4.94,1.04,2943312.29
2022-03-01,112888.55,120050.21,59291.93,104189.61,68486.87,0.86,4.95,1.04,2932838.46
2022-03-02,106230.63,77974.79,106694.59,102200.1,125383.55,0.87,4.96,1.04,2991769.95
2022-03-03,108147.37,102459.87,116556.58,129063.1,96896.12,0.88,4.96,1.04,2906531.57
2022-03-04,61697.54,113718.41,120406.91,129015.34,85312.88,0.88,4.96,1.04,2931491.51
2022-03-05,67568.3,143674.67,41897.42,114819.32,101256.88,0.89,4.97,1.04,2952861.43
2022-03-06,131594.59,121135.2,77159.34,89129.57,179100.07,0.9,4.97,1.04,2903720.34
2022-03-07,98813.35,123671.7,73652.1,122254.67,134605.09,0.91,4.98,1.05,2973526.35
2022-03-08,120445.02,102514.8,102996.61,97240.95,134877.21,0.91,4.98,1.05,2883076.67
2022-03-09,100849.55,142313.77,114422.34,67542.57,113066.39,0.92,4.99,1.05,3028077.0
2022-03-10,100892.68,112292.88,144901.31,87901.37,104994.56,0.93,5.0,1.05,2984628.08
2022-03-11,128148.51,74167.36,85151.04,102535.81,28117.53,0.93,5.0,1.05,2962677.43
2022-03-12,84518.66,142101.1,85072.83,127306.47,79630.59,0.94,5.0,1.05,2953286.86
2022-03-13,102883.62,120937.1,134490.16,94494.15,85582.77,0.95,5.01,1.05,2989415.67
2022-03-14,86131.74,86708.68,108897.31,63724.04,43753.24,0.95,5.01,1.05,3041550.54
2022-03-15,86965.11,85615.21,138029.55,101702.25,65277.53,0.96,5.02,1.05,3040370.14
2022-03-16,90724.84,108897.27,108661.84,103403.68,40574.91,0.96,5.03,1.05,2983402.78
2022-03-17,106664.01,113895.54,65286.5,105575.13,98850.28,0.97,5.03,1.05,2981923.68
2022-03-18,85637.54,105918.77,60006.15,127596.15,124562.98,0.97,5.04,1.05,3062464.62
2022-03-19,137672.68,109339.26,53454.63,130567.7,133203.24,0.97,5.04,1.05,2998743.09
2022-03-20,73161.78,150998.72,119861.56,82173.67,112443.53,0.98,5.04,1.05,3042942.11
2022-03-21,94393.85,132146.29,135657.9,81515.7,71098.11,0.98,5.05,1.05,3051064.6
2022-03-22,86808.07,105719.07,155480.86,68794.04,42038.05,0.98,5.06,1.05,3065253.12
2022-03-23,143409.34,128239.32,125293.16,120964.47,47293.94,0.99,5.06,1.05,3097178.61
2022-03-24,105896.64,69024.28,134885.16,143464.6,61930.52,0.99,5.07,1.05,2995572.57
2022-03-25,130955.34,111937.81,82599.51,90547.54,73334.21,0.99,5.07,1.05,2967458.16
2022-03-26,55433.19,154279.19,65307.53,92757.08,95207.55,0.99,5.08,1.05,3038777.84
2022-03-27,108011.51,93458.62,125502.38,144003.48,69575.07,1.0,5.08,1.05,3161198.67
2022-03-28,126688.92,74570.98,112530.42,115166.74,110169.28,1.0,5.08,1.05,3176039.88
2022-03-29,102468.52,80437.33,103223.33,113087.07,93031.79,1.0,5.09,1.05,3170135.15
2022-03-30,131964.41,67311.01,111621.14,64272.5,100316.37,1.0,5.1,1.05,3072407.82
2022-03-31,84481.35,76457.14,109695.56,120361.84,134207.52,1.0,5.1,1.05,2996266.62
2022-04-01,142280.42,88884.76,138514.51,72125.91,64593.05,1.0,5.11,1.05,2971370.11
2022-04-02,168966.94,57832.99,138849.57,65979.39,112561.14,1.0,5.11,1.05,3060803.49
2022-04-03,89114.84,100468.55,116326.61,89596.85,99580.8,1.0,5.12,1.05,3084418.3
2022-04-04,86634.92,127068.32,125374.09,82426.22,89995.41,1.0,5.12,1.05,3162002.66
2022-04-05,143601.53,72767.31,115421.88,93352.01,126557.69,1.0,5.12,1.05,3142843.46
2022-04-06,147387.16,145578.52,86164.91,56770.55,126370.42,1.0,5.13,1.05,3113137.47
2022-04-07,84314.2,115323.76,122696.94,128764.49,71605.28,1.0,5.14,1.05,3059420.89
2022-04-08,87394.4,130917.42,58165.15,133830.59,94535.18,0.99,5.14,1.05,3057851.85
2022-04-09,91546.46,80264.96,131616.75,41579.73,108436.35,0.99,5.14,1.05,3120406.61
2022-04-10,59666.48,125635.76,64164.31,129353.73,91809.8,0.99,5.15,1.05,3144193.91
2022-04-11,72440.44,67241.98,108574.1,75684.14,117550.64,0.99,5.16,1.05,3130408.21
2022-04-12,69875.78,126707.43,74645.38,125709.27,108435.76,0.98,5.16,1.05,3060388.98
